car_title,location,year,price,kilometers,transmission_type,number_of_doors,source,model,color,contact_number,brand
جي ام سي سييرا 2008,"Al Mudaibi, Al Sharqiya•",2008,"OMR 2,200",300000,Automatic,'4/5,US,Sierra,White,N/A,GMC
Toyota Camry 2015,"Al Hamriyah, Muscat•",2015,"OMR 2,400",210000,Automatic,'4/5,US,Camry,Silver,N/A,Toyota
سوبارو إمبريزا 2011,"Al Khuwair, Muscat•",2011,"OMR 1,250",300,Automatic,'4/5,GCC,Impreza,Other,N/A,Subaru
Mitsubishi Pajero 2016,"Qurum, Muscat•",2016,"OMR 4,500",170000,Automatic,N/A,GCC,Pajero,Black,N/A,Unknown
للبيع/تيوتارافور2017)رقم1ليمتد/ماشي18الف/کیلو بدون حادث بحالةممتازةجدا,"Salalah, Dhofar•",2018,"OMR 5,300",18000,Automatic,'4/5,US,Rav 4,Red,N/A,Toyota
دودج رام 2017,"Al Amarat, Muscat•",2017,"OMR 4,200",256000,Automatic,'4/5,US,Ram,Black,N/A,RAM
أودي إيه 3 2016 AUDI 13 1.8 GCC 2016,"Al Khoud, Muscat•",2016,"OMR 2,600",180000,Automatic,'4/5,GCC,A3,White,N/A,Audi
نيسان فيرسا 2012,"Al Buraimi, Al Buraimi•",2012,"OMR 1,350",158,Automatic,'4/5,Canada,Versa,Black,N/A,Nissan
لكزس جي إس 350 2015,"Nizwa, Al Dakhiliya•",2015,"OMR 4,900",132000,Automatic,'4/5,US,GS 350,Grey,N/A,Lexus
تويوتا راف فور 2018,"Al Seeb, Muscat•",2018,"OMR 6,000",120,Automatic,N/A,US,Rav 4,White,N/A,Unknown
تويوتا كامرى 2020,"Azaiba, Muscat•",2020,"OMR 7,000",-,Automatic,'4/5,US,Camry,Red,N/A,Unknown
نيسان التيما 2020,"Suwaiq, Al Batinah•",2020,"OMR 4,750",130,Automatic,'4/5,US,Altima,Grey,N/A,Nissan
لكزس جي إكس 460 2015,"Nizwa, Al Dakhiliya•",2015,"OMR 10,000",265,Automatic,'4/5,GCC,GX 460,White,N/A,Lexus
سمارت آخر 2016,"Azaiba, Muscat•",2016,"OMR 2,800",130000,Automatic,N/A,US,Other,White,N/A,Unknown
Hyundai Sonata 2016,"Ruwi, Muscat•",2016,"OMR 2,100",180000,Automatic,'4/5,US,Sonata,Burgundy,N/A,Hyundai
Mitsubishi Lancer EX 2017,"Qurum, Muscat•",2017,"OMR 2,650",171000,Automatic,'4/5,GCC,Lancer,Beige,N/A,Mitsubishi
Mercedes-Benz GLK 350 2015 6 cylinder,"Al Seeb, Muscat•",2015,"OMR 1,500",268000,Automatic,'4/5,US,GLK 350,Black,N/A,Mercedes
نيسان التيما 2019,"Sohar, Al Batinah•",2019,"OMR 3,400",1000000,Automatic,'4/5,US,Altima,Other,N/A,Nissan
جيب جراند شيروكى 2007,"Salalah, Dhofar•",2007,"OMR 1,000",199,Automatic,'4/5,US,Grand Cherokee,Silver,N/A,Jeep
Infiniti Q50 2022 Red Sport 3.0 Twin Turbo,"Bosher, Muscat•",2022,"OMR 9,800",37000,Automatic,'4/5,GCC,Q50,Red,N/A,Infiniti
فورد فوكس,"Sadab, Muscat•",2012,OMR 470,161000,Automatic,'4/5,GCC,Focus,Grey,N/A,Ford
جيب رانجلر 2018,"Al Masn'a, Al Batinah•",2018,"OMR 8,300",165,Automatic,'4/5,US,Wrangler,Orange,N/A,Jeep
Toyota Corolla 2025,"Al 'Awabi, Al Batinah•",2025,"OMR 3,100",-,Automatic,'4/5,US,Corolla,Grey,N/A,Unknown
تويوتا كورولا 2021,"Izki, Al Dakhiliya•",2021,"OMR 4,500",70000,Automatic,N/A,US,Corolla,Silver,N/A,Unknown
Hyundai Sonata 2008,"Al Mawaleh, Muscat•",2008,OMR 820,700000,Automatic,'4/5,GCC,Sonata,Silver,N/A,Hyundai
Suzuki swift,"Ruwi, Muscat•",2008,OMR 790,270000,Automatic,'2/3,GCC,Swift,White,N/A,Suzuki
نيسان فيرسا 2011,"Al Hail, Muscat•",2012,"OMR 1,400",19000,Automatic,'4/5,US,Versa,Red,N/A,Nissan
Kia Rio 2009,"Al Khuwair, Muscat•",2009,OMR 750,1000000,Automatic,'4/5,GCC,Rio,Silver,N/A,Kia
Audi A4 2009,"Nizwa, Al Dakhiliya•",2009,"OMR 1,700",296,Automatic,'4/5,GCC,A4,White,N/A,Audi
Honda Civic 2005,"Sohar, Al Batinah•",2005,OMR 800,450000,Automatic,'4/5,GCC,Civic,Grey,N/A,Honda
لكزس فئة -إي اس 2018,"Sohar, Al Batinah•",2018,"OMR 7,400",90000,Automatic,'4/5,US,IS-Series,Black,N/A,Unknown
هوندا أكورد 2017,"Salalah, Dhofar•",2017,"OMR 3,950",138000,Automatic,'4/5,US,Accord,Black,N/A,Honda
تويوتا كامرى 2019,"Sohar, Al Batinah•",2019,"OMR 5,500",40000,Automatic,'4/5,US,Camry,Brown,N/A,Toyota
Toyota Yaris 2010,"Al Wadi Al Kabir, Muscat•",2010,"OMR 1,400",170,Automatic,'4/5,Company Source,Yaris,Blue,N/A,Toyota
Suzuki Vitara 2020,"Azaiba, Muscat•",2020,"OMR 4,500",79500,Automatic,'4/5,GCC,Vitara,Red,N/A,Suzuki
Nissan Altima 2007,"Al Buraimi, Al Buraimi•",2007,OMR 650,-,Automatic,'4/5,GCC,Altima,White,N/A,Unknown
فورد موستانج 2016,"Al Khaboura, Al Batinah•",2016,"OMR 3,100",1,Automatic,'2/3,US,Mustang,Red,N/A,Ford
Suzuki Swift 2007. . . . 1400 cc,"Al Seeb, Muscat•",2007,OMR 770,123456,Automatic,'4/5,GCC,Swift,Burgundy,N/A,Suzuki
تويوتا كامرى 2020,"Barka, Al Batinah•",2020,"OMR 6,150",51,Automatic,N/A,US,Camry,White,N/A,Unknown
جي ام سي يوكون 2009,"Al Khaboura, Al Batinah•",2009,"OMR 2,450",1,Automatic,'4/5,GCC,Yukon,White,N/A,GMC
جي ام سي سييرا 2018,"Ansab, Muscat•",2018,"OMR 6,100",155839,Automatic,'4/5,Canada,Sierra,Silver,N/A,GMC
لكزس فئة -إي اس 2014,"Al Hail, Muscat•",2015,"OMR 4,200",189,Automatic,N/A,Company Source,IS-Series,White,N/A,Unknown
كيا سيدونا 2016,"Bosher, Muscat•",2016,"OMR 3,500",190,Automatic,'4/5,US,Sedona,Silver,N/A,Kia
Mitsubishi Lancer 2004,"Al Hail, Muscat•",1994,OMR 650,300000,Manual,'4/5,GCC,Lancer,White,N/A,Mitsubishi
تويوتا راف فور 2017,"Barka, Al Batinah•",2017,"OMR 6,800",1,Automatic,N/A,US,Rav 4,White,N/A,Unknown
نيسان مكسيما 2011,"Salalah, Dhofar•",2011,"OMR 1,400",375000,Automatic,N/A,GCC,Maxima,Brown,N/A,Unknown
Toyota Camry 2007,"Sohar, Al Batinah•",2007,"OMR 1,200",500000,Automatic,'4/5,GCC,Camry,White,N/A,Toyota
ام جى C 350 2021,"Qurum, Muscat•",2021,"OMR 3,000",4500,Manual,'4/5,GCC,C 350,White,N/A,MG
Nissan Rogue 2020,"Al Mawaleh, Muscat•",2020,"OMR 4,100",67000,Automatic,'4/5,US,Rogue,Grey,N/A,Nissan
Suzuki SX4 2014,"Sohar, Al Batinah•",2014,"OMR 1,250",285000,Automatic,'4/5,GCC,SX4,Silver,N/A,Suzuki
كيا سيراتو 2017,"Al Khuwair, Muscat•",2017,"OMR 2,900",160,Automatic,'4/5,GCC,Cerato,Grey,N/A,Kia
مرسيدس بنز إي 300 2017,"Nizwa, Al Dakhiliya•",2017,"OMR 6,000",180000,Automatic,N/A,US,E 300,Silver,N/A,Unknown
جيتور داشنج 2024,"Al Seeb, Muscat•",2024,"OMR 8,400",20000,Automatic,'4/5,GCC,Dasheng,Grey,N/A,Jetour
Lexus ES-Series 2004,"Bosher, Muscat•",2004,"OMR 1,500",250,Automatic,'4/5,GCC,ES-Series,Blue,N/A,Unknown
‎هونداي اكسنت 2020 مثل الجديدة تماما hyundai accent 2020 like new,"Al Khuwair, Muscat•",2020,"OMR 3,350",148000,Automatic,'4/5,GCC,Accent,Silver,N/A,Hyundai
للبيع او البدل هوندا جاز 2015,"Qurum, Muscat•",2015,"OMR 3,000",90,Automatic,'4/5,US,Jazz,Black,N/A,Honda
شيفروليه ترافرس 2012,"Al Maabilah, Muscat•",2012,OMR 700,330459,Automatic,'4/5,GCC,Traverse,Silver,N/A,Chevrolet
Volkswagen Teramont 2018,"Al Amarat, Muscat•",2018,"OMR 5,000",161000,Automatic,'4/5,GCC,Teramont,Silver,N/A,Volkswagen
Hyundai Creta 2017,"Al Maabilah, Muscat•",2017,"OMR 2,900",153000,Automatic,N/A,GCC,Creta,Beige,N/A,Unknown
Honda Civic-2015,"Al Hail, Muscat•",2015,"OMR 2,500",246000,Automatic,'4/5,GCC,Civic,White,N/A,Honda
Kia Rio 2012,"Al Khoud, Muscat•",2012,"OMR 1,100",560,Automatic,'4/5,GCC,Rio,White,N/A,Kia
Nissan Navara 2013,"Ghala, Muscat•",2013,"OMR 1,550",45000,Manual,'4/5,GCC,Navara,White,N/A,Nissan
هيلوكس 2020 صبغ الوكالة بدون حوادث,"Al Masn'a, Al Batinah•",2020,"OMR 8,700",75000,Automatic,N/A,GCC,Hilux,White,N/A,Unknown
Mercedes Benz E 400 4matic AMG,"Nizwa, Al Dakhiliya•",2017,"OMR 8,000",65000,Automatic,'2/3,US,400/420,White,N/A,Mercedes
Avalon 2018 Full Option (Expat used),"Nizwa, Al Dakhiliya•",2018,"OMR 6,700",15000,Automatic,N/A,US,Avalon,Black,N/A,Unknown
مرسيدس بنز سي 180 2009,"Al Hail, Muscat•",2009,"OMR 1,200",211,Automatic,'4/5,GCC,C180,Silver,N/A,Mercedes
Volkswagen Jetta 2012,"Al Ghubrah, Muscat•",2012,"OMR 1,050",300000,Automatic,'4/5,GCC,Jetta,Silver,N/A,Volkswagen
دودج جورني 2019,"Al Khoud, Muscat•",2019,"OMR 3,100",120000,Automatic,N/A,US,Journey,Other,N/A,Unknown
Volvo XC90 2016 T6 Inscription,"Azaiba, Muscat•",2016,"OMR 7,800",145000,Automatic,'4/5,GCC,XC90,Grey,N/A,Volvo
Jeep Wrangler 2014,"Al Khoud, Muscat•",2014,"OMR 4,800",165000,Manual,N/A,GCC,Wrangler,Black,N/A,Unknown
Mercedes-Benz GLC 300 4Matic SUV AMG Night Package 2025,"Azaiba, Muscat•",2025,"OMR 23,800",-,Automatic,'4/5,US,GLC 300,Black,N/A,Unknown
Nissan Altima 2024,"Ruwi, Muscat•",2024,"OMR 6,200",18000,Automatic,'4/5,US,Altima,Silver,N/A,Nissan
نيسان ارمادا 2009,"Liwa, Al Batinah•",2009,"OMR 2,100",171000,Automatic,'4/5,GCC,Armada,Brown,N/A,Nissan
Daihatsu Sirion 2008,"Al Ghubrah, Muscat•",2008,OMR 800,400000,Automatic,'4/5,Company Source,Sirion,Brown,N/A,Kia
Toyota Camry 2014,"Qurum, Muscat•",2014,"OMR 2,900",440000,Automatic,'4/5,US,Camry,Silver,N/A,Toyota
رنج روفر 2017 بقمة النظافة,"Azaiba, Muscat•",2017,"OMR 12,700",160,Automatic,'4/5,US,Range Rover,Black,N/A,Range Rover
تويوتا أفالون 2019,"Al Maabilah, Muscat•",2019,"OMR 7,900",160000,Automatic,N/A,US,Avalon,Other,N/A,Unknown
شيفروليه كروز 2012,"Al Khaboura, Al Batinah•",2012,"OMR 1,250",243151,Automatic,'4/5,GCC,Cruze,Beige,N/A,Chevrolet
تويوتا فيلوز 2024,"Al Maabilah, Muscat•",2024,"OMR 7,800",10,Automatic,'4/5,GCC,Veloz,White,N/A,Toyota
Genesis G90 2012,"Al Hail, Muscat•",2012,"OMR 2,000",15000,Automatic,N/A,US,G90,Gold,N/A,Unknown
urgent sale 98026095,"Al Hail, Muscat•",2014,"OMR 1,900",25000,Automatic,N/A,GCC,Camry,White,N/A,Unknown
Chevrolet Captiva 2008,"Al Khoud, Muscat•",2008,OMR 900,200000,Automatic,'4/5,GCC,Captiva,Gold,N/A,Chevrolet
رينو داستر 2015,"Al Maabilah, Muscat•",2015,"OMR 1,300",-,Automatic,'2/3,GCC,Duster,White,N/A,Unknown
GMC Sierra 2017,"Muscat Hills, Muscat•",2017,"OMR 9,500",237000,Automatic,N/A,GCC,Sierra,Other,N/A,Unknown
Mazda 2 2012,"Al Khoud, Muscat•",2012,"OMR 1,400",262000,Automatic,'4/5,GCC,2,Silver,N/A,Mazda
Hyundai Sonata 2011 Sl,"Ansab, Muscat•",2011,"OMR 1,350",20000,Automatic,'4/5,US,Sonata,White,N/A,Hyundai
هيونداي إلينترا 2019,"Al Maabilah, Muscat•",2019,"OMR 2,800",134,Automatic,'4/5,US,Elantra,Other,N/A,Hyundai
مرسيدس cls 550 للبيع او البدل,"Suwaiq, Al Batinah•",2013,"OMR 6,800",170000,Automatic,'4/5,US,CLS,White,N/A,Mercedes
Tesla Y 2022,"Bosher, Muscat•",2022,"OMR 10,000",50000,Automatic,N/A,US,Y,White,N/A,Unknown
MG GT luxury 2023,"Bosher, Muscat•",2023,"OMR 5,000",60000,Automatic,'4/5,GCC,MG GT,White,N/A,MG
أودي تي تي إس 2008,"Al Rustaq, Al Batinah•",2008,"OMR 1,750",1,Automatic,'2/3,GCC,TTS,White,N/A,Audi
Kia Rio 2009,"Al Khoud, Muscat•",2009,OMR 850,850000,Automatic,'4/5,GCC,Rio,Grey,N/A,Kia
Suzuki Swift 2010,"Al Amarat, Muscat•",2010,"OMR 1,050",311600,Automatic,'4/5,GCC,Swift,Red,N/A,Suzuki
Hyundai Elantra 2009,"Azaiba, Muscat•",2009,OMR 880,247000,Manual,'4/5,GCC,Elantra,Burgundy,N/A,Hyundai
"Jeep Grand Cherokee Limited (5.7, V8 HEMI)","Azaiba, Muscat•",2014,"OMR 4,200",170000,Automatic,'4/5,GCC,Grand Cherokee,Red,N/A,Jeep
بي ام دبليو الفئة 5 2014,"Al Maabilah, Muscat•",2014,"OMR 3,600",190000,Automatic,'4/5,Canada,5-Series,Black,N/A,Unknown
Hyundai Tucson 2011,"Sohar, Al Batinah•",2011,"OMR 1,900",300000,Automatic,'4/5,GCC,Tucson,Brown,N/A,Hyundai
Nissan Pathfinder 2013,"Mutrah, Muscat•",2013,"OMR 2,300",140000,Automatic,'4/5,US,Pathfinder,Gold,N/A,Nissan
Nissan Sunny 2012,"Al Hail, Muscat•",2012,"OMR 1,150",200000,Automatic,'4/5,GCC,Sunny,White,N/A,Nissan
سوبارو جير عادي BRZ 2016 خليجي وكالة عمان ماشية 100 الف فقط,"Al Maabilah, Muscat•",2016,"OMR 3,500",95000,Manual,N/A,GCC,BRZ,Blue,N/A,Unknown
تويوتا كامرى 2001,"Ibra, Al Sharqiya•",2001,OMR 900,200000,Automatic,'4/5,US,Camry,White,N/A,Toyota
انفيتني M37 2013 للبيع او البدل بما يناسب,"Al Khoud, Muscat•",2013,"OMR 2,500",163,Automatic,'4/5,GCC,Cami,Black,N/A,BMW
Toyota Yaris 2008,"Al Maabilah, Muscat•",2008,"OMR 1,320",1,Automatic,'4/5,GCC,Yaris,White,N/A,Toyota
Toyota Corolla 2022,"Al Maabilah, Muscat•",2022,"OMR 4,700",64070,Automatic,N/A,US,Corolla,Black,N/A,Unknown
Ford EcoSport 2015,"Ruwi, Muscat•",2015,"OMR 1,700",147361,Automatic,'4/5,GCC,EcoSport,White,N/A,Ford
Nissan Maxima SV 2017 خليجي,"Al Mawaleh, Muscat•",2017,"OMR 5,500",118000,Automatic,'4/5,GCC,Maxima,White,N/A,Nissan
Nissan Sentra 2014,"Al Ghubrah, Muscat•",2014,"OMR 1,700",200000,Automatic,'4/5,GCC,Sentra,White,N/A,Nissan
تويوتا آي كيو 2012,"Qurum, Muscat•",2012,"OMR 1,850",157000,Automatic,'2/3,US,IQ,Silver,N/A,Toyota
ميتسوبيشي إل 200 2014,"Bosher, Muscat•",2014,"OMR 2,300",300000,Manual,N/A,GCC,L200,White,N/A,Unknown
Mitsubishi Pajero 2004,"Suwaiq, Al Batinah•",2004,OMR 800,200000,Automatic,'4/5,GCC,Pajero,Other,N/A,Mitsubishi
Mitsubishi Pajero 2004,"Suwaiq, Al Batinah•",2004,OMR 800,150000,Automatic,'4/5,GCC,Pajero,White,N/A,Mitsubishi
Lexus ES 350 2017,"Al Masn'a, Al Batinah•",2017,"OMR 8,000",25000,Automatic,N/A,US,ES 350,Silver,N/A,Unknown
كامري LE 2015,"Al Maabilah, Muscat•",2015,"OMR 3,300",195000,Automatic,N/A,US,Camry,Brown,N/A,Unknown
Honda Accord 2007,"Al Maabilah, Muscat•",2007,OMR 850,500000,Automatic,N/A,Company Source,Accord,Gold,N/A,Unknown
ميتسوبيشي لانسر 2008,"Bosher, Muscat•",2008,OMR 650,400000,Manual,N/A,GCC,Lancer,White,N/A,Unknown
Geely Emgrand GS 2023,"Ghala, Muscat•",2023,"OMR 3,600",35000,Automatic,'4/5,GCC,Emgrand GS,White,N/A,MG
BMW M4 2024 440i XDrive,"Muscat Hills, Muscat•",2024,"OMR 18,900",12500,Automatic,N/A,US,M4,Other,N/A,Unknown
Jeep Grand Cherokee 2018 Laredo,"Darsait, Muscat•",2019,"OMR 7,000",170000,Automatic,'4/5,GCC,Grand Cherokee,Grey,N/A,Jeep
تويوتا راف فور 2017,"Al Khaboura, Al Batinah•",2017,"OMR 5,600",125,Automatic,'4/5,Company Source,Rav 4,White,N/A,Toyota
Mercedes-Benz ML 63 AMG 2015,"Qurum, Muscat•",2015,"OMR 9,000",108000,Automatic,'4/5,GCC,ML 63 AMG,Brown,N/A,Mercedes
Land Rover Range Rover Sport 2011,"Qurum, Muscat•",2011,"OMR 5,500",76000,Automatic,'4/5,GCC,Range Rover Sport,Black,N/A,Land Rover
TRD camry 2021 عرض السنة الجديده,"Sohar, Al Batinah•",2021,"OMR 7,900",40000,Automatic,'4/5,US,Camry,White,N/A,Toyota
Nissan Altima 2018 US for sale,"Al Ghubrah, Muscat•",2018,"OMR 2,700",220000,Automatic,'4/5,US,Altima,Grey,N/A,Nissan
Honda Accord 2020 EX L,"Barka, Al Batinah•",2020,"OMR 6,500",54000,Automatic,'4/5,US,Accord,Red,N/A,Honda
Nissan Altima 2018,"Azaiba, Muscat•",2018,"OMR 4,200",200000,Automatic,'4/5,GCC,Altima,White,N/A,Nissan
Subaru WRX 2022 ( expat owned ),"Qurum, Muscat•",2022,"OMR 11,800",19420,Automatic,'4/5,GCC,Camry,Red,N/A,Subaru
شيفروليه غروف 2022,"Al Khoud, Muscat•",2022,"OMR 4,500",50000,Automatic,'4/5,GCC,Groove,Blue,N/A,Chevrolet
جيب رانجلر 2020,"Al Khoud, Muscat•",2020,"OMR 12,800",44000,Automatic,'4/5,US,Wrangler,Grey,N/A,Jeep
Hyundai Elantra 2020,"Ruwi, Muscat•",2020,"OMR 3,550",76285,Automatic,'2/3,US,Elantra,Red,N/A,Hyundai
Toyota Avalon 2013,"Salalah, Dhofar•",2013,"OMR 3,500",290000,Automatic,'2/3,GCC,Avalon,Grey,N/A,Toyota
Toyota Camry 2013,"Sohar, Al Batinah•",2013,"OMR 2,200",30000,Automatic,'4/5,US,Camry,Grey,N/A,Toyota
للبيع مرسيدس وكالة الزواوي CLS 400 بسعرمناسب,"Al Seeb, Muscat•",2015,"OMR 5,400",200000,Automatic,N/A,GCC,CLS,Silver,N/A,Unknown
شيرى QQ 2011,"Al Ghubrah, Muscat•",2011,OMR 580,82000,Manual,'4/5,Europe,QQ,White,N/A,Chery
Ford Focus 2014,"Al Hamriyah, Muscat•",2014,"OMR 1,200",245000,Automatic,'4/5,GCC,Focus,White,N/A,Ford
Changan CS85 2023,"Al Khuwair, Muscat•",2023,"OMR 8,900",39000,Automatic,'4/5,GCC,CS85,Silver,N/A,Changan
Ford Escape 2015 Al Khuwair,"Al Khuwair, Muscat•",2015,"OMR 2,800",135000,Automatic,'4/5,GCC,Escape,Orange,N/A,Ford
Nissan Pathfinder 2008,"Al Maabilah, Muscat•",2008,"OMR 1,500",180,Automatic,'4/5,US,Pathfinder,Black,N/A,Nissan
تويوتا كورولا 2022,"Al Maabilah, Muscat•",2022,"OMR 4,900",64,Automatic,'4/5,US,Corolla,Black,N/A,Toyota
Suzuki Ciaz 2019,"Al Maabilah, Muscat•",2019,"OMR 2,200",187000,Automatic,'2/3,GCC,Ciaz,White,N/A,Suzuki
Mitsubishi Pajero 2012 3500cc for Sale Full Option No1,"Al Wadi Al Kabir, Muscat•",2012,"OMR 2,200",360,Automatic,'4/5,GCC,Pajero,Brown,N/A,Mitsubishi
Mitsubishi Galant 2008,"Salalah, Dhofar•",2008,OMR 500,300,Automatic,N/A,GCC,Galant,White,N/A,Unknown
كورولا 2019 نظيف,"Nizwa, Al Dakhiliya•",2019,"OMR 3,800",89000,Automatic,'2/3,Canada,Corolla,Grey,N/A,Toyota
جي ام سي سوبوربان 2017,"Barka, Al Batinah•",2017,"OMR 6,700",130,Automatic,'4/5,US,Suburban,Silver,N/A,GMC
سوزوكي سويفت 2016,"Qurum, Muscat•",2016,"OMR 2,200",200000,Automatic,N/A,GCC,Swift,White,N/A,Unknown
مازدا 6 2018,"Ibri, Al Dhahirah•",2018,"OMR 4,650",68000,Automatic,'4/5,US,6,Blue,N/A,Mazda
Porsche Cayenne S,"Barr Al Jissah, Muscat•",2019,"OMR 25,900",63500,Automatic,'4/5,GCC,Cayenne,White,N/A,Porsche
هوندا أكورد 2012,"Salalah, Dhofar•",2012,"OMR 1,600",250000,Automatic,'4/5,GCC,Accord,White,N/A,Honda
Honda Accord 2023,"Salalah, Dhofar•",2023,"OMR 7,400",21000,Automatic,'2/3,US,Accord,Black,N/A,Honda
Jaguar F-PACE R-DYNAMIC S 2017 1 of 3 limited edition! Expat owned,"Qurum, Muscat•",2017,"OMR 11,500",71400,Automatic,'4/5,GCC,F-PACE R-DYNAMIC S,Gold,N/A,Unknown
تويوتا لاند كروزر 2016,"Suwaiq, Al Batinah•",2016,"OMR 19,500",120000,Automatic,'4/5,GCC,Land Cruiser,White,N/A,Toyota
للبيع لكزس فئة - إل اس 2008,"Al Maabilah, Muscat•",2008,"OMR 1,800",246,Automatic,'4/5,GCC,LS-Series,Blue,N/A,Unknown
مرسيدس بنز سي 250 2013,"Al Maabilah, Muscat•",2013,"OMR 1,700",310,Automatic,'4/5,GCC,C250,Red,N/A,Mercedes
كيا سبورتاج 2018,"Al Amarat, Muscat•",2018,"OMR 4,000",200000,Automatic,'4/5,GCC,Sportage,Red,N/A,Kia
بيع سياره تويوتا كورولا 2015,"Barka, Al Batinah•",2015,"OMR 3,200",157590,Automatic,'4/5,US,Corolla,Silver,N/A,Toyota
نيسان مكسيما 2013,"Ansab, Muscat•",2013,"OMR 2,500",166,Automatic,'4/5,GCC,Maxima,Brown,N/A,Nissan
Mazda 3 2007,"Al Maabilah, Muscat•",2007,OMR 640,200000,Manual,'4/5,GCC,3,White,N/A,Mazda
Changan CS35 PLUS 2022,"Mutrah, Muscat•",2022,"OMR 4,300",92000,Automatic,'4/5,GCC,CS35 PLUS,Red,N/A,Audi
جيب رانجلر 2010,"Sohar, Al Batinah•",2010,"OMR 2,800",260000,Automatic,'2/3,US,Wrangler,Silver,N/A,Jeep
نيسان باترول 2021,"Sur, Al Sharqiya•",2021,"OMR 18,200",32,Automatic,'4/5,GCC,Patrol,White,N/A,Nissan
Suzuki Celerio 2012,"Azaiba, Muscat•",2012,"OMR 1,100",19,Automatic,'4/5,Company Source,Celerio,White,N/A,Suzuki
Honda CR-V 2022,"Al Wadi Al Kabir, Muscat•",2022,"OMR 1,800",187000,Automatic,'4/5,Company Source,CR-V,White,N/A,Unknown
Honda Civic 2005,"Al Buraimi, Al Buraimi•",2005,OMR 580,443052,Manual,'4/5,GCC,Civic,Silver,N/A,Honda
Hyundai Tucson 2015,"Salalah, Dhofar•",2015,"OMR 3,200",196000,Automatic,'4/5,Company Source,Tucson,Brown,N/A,Hyundai
Ford GT 2018,"Al Khuwair, Muscat•",2018,"OMR 6,350",120000,Manual,N/A,US,GT,Blue,N/A,Unknown
هيونداي أزيرا 2014,"Bosher, Muscat•",2014,"OMR 2,200",297000,Automatic,'4/5,GCC,Azera,Silver,N/A,Hyundai
Hyundai Sonata N Line 2021,"Ruwi, Muscat•",2021,"OMR 5,600",71000,Automatic,'4/5,US,Sonata,Gold,N/A,Hyundai
GMC Canyon 2019,"Al Ghubrah, Muscat•",2019,"OMR 5,800",97000,Automatic,N/A,US,Canyon,Black,N/A,Unknown
Land Rover Range Rover 2016,"Al Seeb, Muscat•",2016,"OMR 8,000",70,Automatic,'4/5,Europe,Range Rover,Silver,N/A,Land Rover
Toyota Previa 2005,"Sohar, Al Batinah•",2005,"OMR 1,100",500000,Automatic,N/A,Company Source,Previa,Beige,N/A,Unknown
Toyota Other 2022,"Al Hail, Muscat•",2022,"OMR 16,500",68,Automatic,'4/5,Canada,Other,Black,N/A,Toyota
Suzuki SX4 2009,"Al Hail, Muscat•",2009,"OMR 1,000",300000,Automatic,'4/5,GCC,SX4,Blue,N/A,Suzuki
Mercedes-Benz E300 2021,"Al Seeb, Muscat•",2021,"OMR 10,500",61000,Automatic,'4/5,US,E300,Black,N/A,Mercedes
Mercedes-Benz C 300 2013,"Al Hail, Muscat•",2013,"OMR 2,100",230000,Automatic,'4/5,US,C 300,White,N/A,Mercedes
فورد اسكيب 2008,"Mutrah, Muscat•",2008,OMR 800,50133,Automatic,N/A,US,Escape,Silver,N/A,Unknown
جيب رانجلر 2012,"Salalah, Dhofar•",2012,"OMR 3,300",1999,Manual,'2/3,US,Wrangler,Other,N/A,Jeep
تويوتا ياريس 2017 يارس,"Al Mawaleh, Muscat•",2017,"OMR 2,500",103960,Automatic,'4/5,GCC,Yaris,White,N/A,Toyota
Toyota Yaris 2017,"Al Hamriyah, Muscat•",2017,"OMR 3,000",130,Automatic,'4/5,GCC,Yaris,White,N/A,Toyota
تويوتا ياريس 2008,"Wadi Bani Khalid, Al Sharqiya•",2008,"OMR 1,300",260589,Manual,'4/5,GCC,Yaris,White,N/A,Toyota
Lotus Elise 2010,"Al Seeb, Muscat•",2010,"OMR 20,000",38000,Manual,N/A,GCC,Elise,Orange,N/A,Unknown
Corolla 2020 XSE,"Al Seeb, Muscat•",2020,"OMR 6,100",65000,Automatic,'4/5,US,Corolla,Blue,N/A,Toyota
Suzuki Swift 2006,"Al Khoud, Muscat•",2006,OMR 540,403550,Manual,'4/5,GCC,Swift,Red,N/A,Suzuki
جيلى GC7 2015,"Al Ghubrah, Muscat•",2016,OMR 471,272000,Automatic,N/A,GCC,GC7,Brown,N/A,Unknown
جي أم سي آخر 2020,"Suwaiq, Al Batinah•",2020,"OMR 10,200",20,Automatic,'2/3,US,Other,Black,N/A,GMC
Chery Tiggo 7 2019,"Ruwi, Muscat•",2019,"OMR 3,100",74000,Automatic,'4/5,GCC,Tiggo 7,Red,N/A,Chery
لاند روفر رينج روڤر ڤوغ,"Al Wadi Al Kabir, Muscat•",2016,"OMR 9,300",125,Automatic,'4/5,GCC,Range Rover Vogue,White,N/A,Range Rover
دودج تشارجر 2018,"Salalah, Dhofar•",2018,"OMR 3,600",119,Automatic,'4/5,US,Charger,Other,N/A,Dodge
Nissan Sunny 2011,"Al Khuwair, Muscat•",2011,OMR 800,2011,Automatic,'4/5,Company Source,Sunny,White,N/A,Nissan
دودج دورانجو 2014,"Barka, Al Batinah•",2014,"OMR 4,200",157,Automatic,'4/5,GCC,Durango,White,N/A,Dodge
Nissan Armada 2019,"Al Hail, Muscat•",2019,"OMR 8,900",113000,Automatic,'4/5,US,Armada,Black,N/A,Nissan
